"word","id"
"плавать",2063
"кофе",1752
"три",6484
"кота",1140
"найти",8444
"идти",3735
"кого",7701
"города",7353
"трое",1440
"замуж",591
"хорошая",8409
"хороший",7589
"мо",221
"футбол",6833
"женой",7745
"неплохо",5836
"приходится",7604
"бывает",6003
"друг",4422
"завтра",2650
"прям",4835
"учитель",5646
"собираюсь",4911
"понимаю",4499
"поехать",6202
"нету",7736
"своего",1936
"значит",1981
"всех",3044
"кататься",6816
"любовь",271
"слушать",8180
"жаль",2362
"какую",7071
"лето",6256
"хорошего",5639
"обязательно",3812
"ооо",8479
"настроение",850
"обычно",7001
"сложно",5504
"доме",1032
"школу",6640
"семьи",3890
"езжу",4631
"отдыхаю",5327
"детства",1515
"твои",3276
"наверно",708
"прекрасно",7320
"кушать",3140
"купить",8487
"кошки",5316
"класс",2123
"рано",5011
"брат",817
"побывать",2861
"мужа",1857
"ох",762
"долго",6889
"нормально",8245
"понятно",7193
"говорят",103
"сильно",4007
"профессии",4873
"семью",6232
"каждый",6815
"любят",46
"ездить",4111
"природу",1860
"жду",4865
"хотелось",1078
"игры",3600
"студент",5260
"детстве",6866
"разные",3765
"ух",6936
"именно",1942
"вроде",2528
"жившь",8317
"собакой",6178
"добрый",6828
"ем",2323
"год",4000
"рисую",1814
"пишу",1384
"погода",4859
"семье",7684
"домохозяйка",2557
"россии",1792
"него",2120
"деньги",1045
"танцевать",1217
"свои",2393
"москве",2436
"супер",5394
"мной",442
"того",7940
"своим",7612
"сериалы",6283
"повезло",8433
"дочка",5479
"пью",3049
"имя",236
"скучно",4327
"аллергия",7010
"были",5209
"люди",5953
"весь",7383
"врач",5540
"сразу",8101
"бизнес",5872
"парень",625
"момент",3878
"самое",1402
"любимая",698
"нравиться",6873
"тяжело",1563
"редко",5747
"вами",6912
"любим",6265
"стараюсь",3872
"всю",8545
"ей",3650
"сестра",4801
"утрам",1340
"мясо",2640
"туда",2933
"машина",7739
"природе",7382
"домашние",7194
"пиццу",4609
"никак",3034
"каком",8074
"интересная",6929
"денег",4868
"учителем",2949
"кафе",6544
"кажется",5726
"пиво",756
"более",2001
"занятие",886
"друзья",1927
"горы",3545
"блюдо",7565
"квартире",6763
"пенсии",7615
"оо",6554
"путешествую",3430
"закончил",8293
"нам",7062
"извини",2537
"цвет",6967
"ему",5854
"родителями",6466
"отпуск",8095
"этому",2360
"машине",1986
"общаться",5887
"вышла",7802
"москвы",2007
"ищу",2264
"дня",7550
"чтоб",7734
"своими",6456
"кухню",1094
"вышивать",3130
"данный",5231
"гуляю",7303
"путешествия",1934
"учиться",5137
"проводить",5543
"суши",4802
"работаете",2207
"тем",870
"сына",2108
"учу",5448
"вчера",1643
"всем",4982
"английский",6629
"бассейн",8313
"относишься",8148
"вечер",5498
"твой",6933
"ж",2853
"провожу",1856
"печь",7252
"чай",4916
"твоя",724
"квартиру",8295
"пару",4567
"выходные",7788
"мечты",3550
"увлечение",1279
"стихи",3492
"работает",7425
"машины",5008
"ага",29
"весело",6441
"честно",3175
"свое",6972
"домой",3453
"хорошее",261
"отдохнуть",6773
"съездить",7834
"замечательно",5164
"эх",4627
"далеко",8335
"школы",6031
"против",7601
"будем",5286
"деток",3547
"решил",6496
"делаешь",8035
"правильно",5631
"покушать",7819
"собой",6391
"помогаю",8261
"та",3218
"спорта",1055
"поеду",1541
"предпочитаю",311
"об",3779
"душе",4061
"открыть",4712
"чтото",7446
"родителей",6810
"расскажешь",5684
"попугай",7470
"красиво",7072
"катаюсь",8268
"купил",4523
"поесть",4557
"сво",826
"том",7333
"ко",4287
"поболтать",3700
"жену",7413
"рядом",7590
"бегаю",1767
"желаю",3483
"музыка",1081
"пою",80
"сладкое",4883
"гости",4643
"будешь",4310
"песни",5800
"живешь",4031
"моря",2012
"караоке",5852
"помимо",1409
"людям",3934
"домашних",2509
"получится",4471
"общение",6019
"любимые",1357
"подрабатываю",7184
"бегать",1537
"зимой",498
"студентка",4577
"вау",6112
"этот",767
"сестры",7711
"пеку",5052
"впереди",7585
"активный",6371
"научиться",2300
"девушки",926
"прикольно",143
"семьй",8506
"андрей",494
"танцы",7262
"компании",6198
"девочка",810
"велосипеде",1527
"стоит",2936
"сделать",3648
"году",7461
"через",4288
"т",7379
"папа",7687
"можешь",3345
"язык",429
"моих",8288
"тепло",5245
"нее",2429
"жены",5693
"скорее",422
"одной",3417
"мир",5964
"какого",4367
"столько",8071
"вязать",2659
"прогулки",1928
"этаже",4919
"собираю",4524
"семьей",4896
"самом",6194
"считаю",5806
"предпочитаешь",6739
"фильм",8050
"водитель",6942
"помогает",6989
"пить",3563
"выходным",2288
"помогать",6584
"которые",8448
"этой",8058
"слишком",6188
"планирую",951
"деле",468
"возможно",2080
"инженер",8337
"умеешь",187
"посмотреть",7318
"моего",150
"котов",5888
"всякие",858
"говорит",8177
"ночи",3381
"ахах",1794
"переехать",6693
"ребенок",8114
"фрукты",5381
"таки",1208
"вечером",1700
"прости",5190
"закончила",710
"лыжах",1395
"иду",4083
"видел",5938
"танцами",7130
"сидеть",5932
"имею",89
"внуков",6904
"свободного",5183
"ненавижу",8271
"разных",6278
"образ",7172
"детям",7432
"уехать",2582
"людьми",5099
"рыбу",7198
"сходить",2099
"классе",4591
"секрет",3472
"собирать",3973
"улице",2367
"верю",2505
"повар",500
"мамой",7462
"здравствуйте",6508
"увлекаетесь",5931
"кормить",1021
"походы",4148
"также",7913
"выходных",3915
"брата",773
"сериал",3481
"быстро",3396
"будущем",8195
"торты",3525
"здесь",7411
"магазине",5091
"художник",6780
"одно",7456
"взаимно",1160
"работой",7426
"уроки",4599
"красивый",4155
"хорошие",8289
"сочи",1508
"врачом",19
"поздравляю",7444
"оу",510
"готовит",4540
"пришла",3842
"рассказать",2703
"поваром",1566
"пойти",212
"париж",8269
"интересного",2423
"довольно",127
"развожу",1691
"назад",1092
"веду",8183
"поздно",5090
"оно",2066
"кошку",1565
"изучаю",4397
"интернете",7581
"места",7812
"сыном",1073
"пытаюсь",8423
"рыбалка",4475
"чуть",4644
"новый",1004
"утро",2460
"блюда",3478
"маленький",6632
"маленькая",561
"книгу",3393
"лес",3465
"своя",349
"каких",6458
"мою",1197
"пор",3617
"даче",7642
"попугая",7183
"живет",7311
"моим",2882
"образование",1712
"никого",5368
"животное",5201
"ничем",6974
"рыбок",1556
"молодой",3745
"согласен",7996
"последнее",6193
"норм",3010
"твое",5752
"самый",7660
"человека",8387
"вопрос",5704
"заводе",6195
"утром",2467
"котом",1460
"планы",7084
"утра",246
"саша",1999
"стране",5927
"животным",1908
"таких",7742
"права",4993
"даа",2671
"который",967
"ужин",1623
"эти",5003
"уменя",149
"оченьлюблю",6481
"мужчина",3163
"отец",5178
"блин",121
"стал",6762
"расскажите",8467
"пироги",6786
"чаще",3270
"шить",5439
"слушай",5838
"доброго",4393
"инженером",7892
"аня",7031
"пришлось",3566
"мальчик",2555
"музыкой",1804
"писать",370
"решила",8581
"пошла",7823
"снег",5431
"декрете",2545
"катя",2693
"нельзя",7402
"попробовать",7904
"плов",6234
"живут",2960
"тво",180
"иметь",6479
"при",3969
"разу",5698
"будут",7474
"ваши",4283
"водить",6450
"везде",2982
"другой",679
"красивая",1151
"страны",603
"друга",1716
"авто",85
"свободноевремя",1671
"страшно",860
"плаваю",3352
"лесу",7782
"всей",4036
"общем",2543
"интересный",7289
"пять",825
"институте",720
"крестиком",731
"лыжи",3463
"вся",930
"спортсмен",2315
"равно",6483
"такого",7794
"глаза",559
"театр",3852
"вижу",8532
"нужен",4711
"наоборот",3063
"весна",23
"вечерам",1303
"оооо",4093
"сфере",2779
"беседу",1615
"охоту",6176
"каким",3914
"борщ",7796
"некогда",4263
"детишек",3260
"вышиваю",6300
"телевизор",1464
"мечтал",4848
"новую",6812
"рыбки",7251
"ок",2638
"ухаживать",7921
"интересное",4853
"безумно",3647
"место",8123
"фитнес",3080
"завидую",3626
"знакомиться",8194
"учился",6242
"красивые",7702
"увлечений",4603
"второй",822
"диалог",4759
"вяжу",7771
"мечтала",6486
"языки",2775
"питере",1011
"жалко",2303
"здоровый",3629
"никто",4914
"говорю",295
"своем",5682
"блог",8549
"новые",4027
"последний",6035
"молодая",1047
"познакомится",1098
"дальше",3132
"видимо",5697
"мотоцикл",7022
"рыбачить",2939
"отличное",8311
"никуда",3602
"границей",4431
"дочки",4638
"москву",8524
"посетить",6978
"девушкой",138
"б",4303
"занят",588
"начал",4181
"волосы",3904
"играешь",5548
"женился",7530
"преподаю",2674
"рыбалке",5186
"учебы",960
"зима",2363
"помню",527
"вечера",7057
"путешествие",716
"удовольствие",5093
"живем",4885
"танцую",1475
"первый",5782
"опять",8055
"раза",4133
"отличная",3168
"понравилось",4562
"учится",7851
"университете",1313
"несколько",8228
"устал",1618
"училась",2341
"еды",5578
"зачем",2651
"ездил",1070
"книг",2175
"полезно",5297
"самого",6862
"зал",6879
"достаточно",6766
"хочет",959
"ясно",3182
"продавцом",2884
"дизайнер",6649
"пришел",579
"холодно",1079
"знаете",7431
"одном",5148
"неделю",2890
"ребенка",7195
"курю",3338
"принципе",7452
"перед",6273
"случайно",3098
"александр",7981
"странно",3428
"дачу",7081
"маша",6875
"зиму",1242
"ахаха",3951
"большое",8481
"важно",5154
"наше",6403
"банке",1607
"сплю",6457
"свом",2070
"живм",3051
"месяц",8253
"узнать",6245
"увидеть",400
"коньках",1526
"парашютом",4220
"погулять",4827
"ходим",7199
"трудно",1076
"первом",7298
"страсть",3105
"либо",1766
"ммм",369
"сих",407
"сыну",5449
"думал",1411
"начать",6084
"мороженое",4277
"воздух",1203
"детки",6894
"двух",6939
"дочкой",1845
"горах",2119
"сергей",6127
"выйти",7906
"собеседник",8492
"понял",2783
"нашей",285
"самая",5163
"работал",7367
"границу",5192
"вид",1588
"настя",2741
"тот",6860
"живт",3367
"ночь",3916
"советую",7516
"щас",7268
"жене",6543
"мужу",1394
"аж",1830
"вожу",2092
"олег",1226
"думаешь",4724
"совпадение",3886
"марина",7370
"грибы",3490
"разбираюсь",6157
"счастье",2396
"сначала",5803
"эту",86
"любимой",5303
"проводишь",1562
"чтонибудь",7496
"работала",100
"получилось",1267
"частном",3201
"братом",1038
"внуки",1410
"тортики",2379
"спишемся",5681
"нужны",4722
"программист",438
"выходной",871
"природа",6246
"ваше",6881
"комедии",5904
"удовольствием",934
"воспитываю",8057
"новое",3053
"лишь",5954
"вечерами",2098
"строитель",6530
"смотря",4385
"магазин",946
"отличный",5850
"животными",908
"разводе",6120
"ваш",6803
"новому",3518
"думала",1294
"осень",4331
"больнице",7433
"музыки",6286
"взять",4282
"двоих",5233
"видео",1230
"такси",387
"вернулся",5607
"точнее",5383
"большом",4381
"покататься",2072
"живте",3862
"любить",3026
"парке",802
"както",514
"давайте",8379
"действительно",7709
"ездим",496
"городом",1049
"приезжай",4576
"порода",5603
"большую",693
"ваша",7236
"женщина",7314
"разговор",8377
"согласна",5719
"устала",7368
"видела",5228
"эта",2319
"игорь",1660
"маленькие",5333
"сад",6700
"пришл",4005
"поиске",4947
"приготовить",7192
"помочь",4053
"дааа",5730
"учитесь",8564
"уважаю",3287
"выращиваю",7240
"марта",4315
"классику",6600
"грустно",2736
"интересы",3279
"выбор",6047
"дождь",399
"заказ",445
"коллекционирую",7995
"анна",3776
"многие",2135
"селе",3719
"позволяет",6585
"другом",6596
"кому",6086
"породы",5474
"одного",5547
"деревню",7244
"слышал",7065
"нем",4056
"тренировки",5363
"пельмени",6832
"париже",4610
"братья",1907
"любимым",1281
"вино",842
"бухгалтером",7592
"юрист",7305
"встречи",6471
"ресторане",2972
"представляешь",3029
"аниме",4852
"бываю",42
"институт",1030
"побегу",5510
"странах",2017
"ходит",6844
"заводить",3031
"общаюсь",5982
"квартира",1707
"заняться",1003
"милые",2129
"собираемся",2296
"говорить",7111
"дочери",7211
"вставать",6588
"приветик",7705
"скучаю",6325
"поспать",145
"слесарем",8218
"делом",8231
"месте",6364
"спокойной",3170
"руки",346
"двумя",8053
"шашлыки",347
"питомцы",3192
"парнем",7524
"картины",4992
"сказал",6151
"ехать",2121
"твоей",8252
"идея",4744
"баню",687
"лучший",4075
"нужна",4521
"успеваю",941
"саду",838
"парня",8109
"легко",259
"возраст",782
"разве",7466
"проблемы",4996
"реп",384
"тренер",4681
"джаз",995
"увы",1620
"самой",519
"оля",1321
"максим",7170
"языка",5374
"свидания",7763
"успехов",5194
"наконец",8032
"фантастику",269
"колледже",6555
"зарабатываю",4157
"ресторан",3378
"мастер",1631
"красивое",4969
"любил",4816
"военный",7532
"отношусь",4870
"играем",1376
"девушку",318
"мире",1190
"насчт",8060
"дача",1978
"книга",5509
"смогу",2721
"меломан",45
"хаха",705
"поговорить",4960
"собаками",4948
"рыбалкой",497
"занятия",5574
"поиграть",4507
"переехал",1064
"курсе",6345
"души",3445
"крым",1953
"занимается",7235
"баскетбол",2786
"сестрой",2476
"начала",3011
"братьев",6096
"посещаю",1703
"выпить",7602
"можем",2051
"которая",3655
"дел",5601
"директор",7525
"других",1662
"сами",7580
"мечтаешь",5175
"над",7224
"вечно",3530
"любви",536
"относитесь",7623
"пешком",7490
"стану",8077
"курсы",6868
"медсестра",3854
"мать",6995
"целый",7491
"пол",763
"пошел",1626
"хаски",5789
"здоровья",2880
"летать",7271
"универе",8537
"мечту",2915
"чему",5456
"хотите",2986
"представляю",7191
"вкусные",1983
"велосипед",7846
"занимался",3725
"возможность",1954
"центре",6836
"беру",3733
"компьютерные",2900
"слесарь",4772
"садик",340
"готовлюсь",6869
"украины",631
"мечтать",6490
"те",17
"смотрел",1809
"коплю",396
"прямо",3281
"аты",114
"холост",8018
"типа",4222
"рыбалки",7876
"хотим",193
"проблем",2759
"готовишь",192
"такую",5437
"ребнок",4429
"прекрасное",1590
"совет",715
"алексей",5918
"частенько",5862
"наш",139
"профессию",5108
"годы",7970
"овчарка",8490
"домашнее",1125
"музыке",1390
"проще",6142
"поняла",3311
"самые",7757
"похожи",5359
"почитать",7559
"небольшой",4653
"взрослый",440
"солнце",2250
"шашлык",3747
"желание",4354
"рэп",4270
"верно",6097
"спортзал",6409
"обед",5270
"звать",5514
"прекрасная",2780
"высоты",3156
"области",6770
"прыгнуть",1923
"еда",5221
"бананы",6221
"подарили",3349
"другие",1621
"пошл",3116
"автомобили",5217
"классная",1893
"заработать",4428
"знать",1782
"кухня",6118
"форме",758
"успокаивает",7173
"эверест",8459
"хорошей",385
"цвета",3158
"ветеринар",8011
"таким",975
"платят",6280
"нигде",3236
"тех",276
"нечего",1868
"питер",535
"рост",6699
"любитель",6769
"вполне",7998
"вещи",528
"армии",4660
"прекрасный",3441
"побежал",4178
"игра",6233
"браке",1379
"марки",569
"чм",7485
"терпеть",3669
"пс",3866
"родился",5656
"работают",2857
"специальности",6511
"тому",1048
"волейбол",129
"старший",5122
"гитару",6645
"куча",8094
"позволить",644
"поедем",4745
"свежий",745
"родителям",6451
"мультики",3431
"мешает",2847
"похудеть",1862
"высокий",6428
"хах",2055
"бывал",173
"вторая",2751
"продавец",6475
"извините",4129
"водителем",1143
"огород",2534
"снимаю",1783
"девочки",7349
"цветов",5871
"высшее",6787
"бабушка",2151
"шоколад",2307
"говоря",6917
"держать",5334
"детейя",4480
"порой",3475
"куплю",1417
"парикмахер",754
"завела",8184
"изза",5428
"одинок",5710
"компьютер",7690
"детективы",962
"ночью",1489
"ветеринаром",1425
"медсестрой",2823
"кушаю",3246
"мило",8552
"отпуске",902
"иван",7630
"моему",5071
"удобно",592
"театре",3014
"купила",2834
"дочке",6260
"проблема",4228
"зарплата",2744
"скажу",7119
"юриста",2073
"лень",6077
"японскую",3524
"мужчины",5851
"бухгалтер",2394
"другое",2894
"подарки",3634
"праздником",1924
"мотоцикле",5123
"продаю",6669
"неа",7482
"жил",3807
"рождения",244
"кухни",7410
"ношу",4729
"однажды",5001
"автомобиль",4670
"русский",7744
"целых",3780
"половинку",2621
"наши",5060
"музыкант",6705
"лена",7992
"образованию",1368
"маме",7277
"любимых",5590
"хоккей",6015
"фрилансер",5202
"связано",4088
"звучит",8292
"доктор",6229
"тема",135
"маму",4641
"целом",6405
"новых",1838
"пробовал",4158
"историю",277
"внучка",5302
"универ",6327
"домино",3131
"х",1297
"плаванием",2340
"сладости",383
"таком",2743
"крутая",6924
"фотограф",866
"большие",3220
"ходишь",5153
"питера",1069
"ладненько",2801
"прошлом",7415
"полностью",617
"практически",3061
"вернулась",669
"морю",4040
"мария",7598
"тренировку",5325
"свадьба",6061
"ходил",250
"соседи",2755
"варю",2652
"ума",4757
"печально",5668
"питомцев",6517
"приятного",4978
"берегу",2336
"помогают",3682
"конфеты",3977
"шахматы",6906
"любимую",465
"звезды",585
"пирожки",476
"плюс",7468
"вести",4118
"красный",2465
"москва",6007
"всему",628
"страну",7307
"возле",7264
"каждое",8229
"плане",1016
"история",5376
"построить",3788
"воздухе",1134
"любила",7620
"живете",1139
"пицца",4743
"должен",4254
"фото",3884
"тебяесть",7905
"пейзажи",1727
"дому",1648
"дочку",8407
"твоих",3963
"языков",5701
"возможности",5600
"простите",4215
"стала",5403
"ирина",4124
"магазинам",4453
"приехал",5524
"сделал",350
"котиков",2337
"ти",6956
"питомец",1865
"классов",2254
"шью",453
"клуб",1729
"ужас",1421
"посидеть",2278
"кошкой",7835
"европе",1653
"посещать",2588
"италии",1401
"коты",7064
"торт",1224
"научился",5320
"маленького",3212
"взрослые",7654
"рыжий",7778
"могут",3041
"деревни",1027
"михаил",834
"телефон",5810
"нового",3366
"парку",8189
"новости",6909
"ау",7073
"устаю",5784
"макс",8255
"интернет",5477
"позже",1318
"любимого",971
"дима",2830
"зря",4059
"ето",7971
"найду",7393
"итальянскую",2243
"ааа",7861
"лучшее",1603
"получил",533
"пауков",8169
"че",1738
"утебя",1490
"хирург",2822
"моими",5496
"этих",1554
"творческая",6426
"городу",5124
"дают",6667
"грибами",2877
"здоровье",7220
"стран",5830
"учителя",4492
"прошу",5911
"белый",5352
"футболом",576
"шансон",5064
"собаке",4399
"жанр",7284
"встретимся",482
"ахахах",7160
"приносит",6574
"спокойно",502
"ездили",7853
"истории",7882
"пенсию",8373
"собираться",8370
"праздник",7058
"учительница",5523
"антон",3504
"кормлю",8084
"искусство",330
"группа",5616
"доброе",3039
"лежу",6373
"знакомства",1473
"овощи",2038
"меньше",8341
"здравствуй",2263
"отдыха",6533
"смотришь",3162
"нашла",252
"брать",690
"ночам",4363
"пробовала",6192
"крутой",191
"классный",475
"ужасно",1430
"занимает",5079
"ими",2366
"учебу",2795
"говорил",5382
"считать",2198
"своему",2130
"временно",3316
"внук",5441
"знает",4585
"жениться",2241
"йогой",6609
"дизайнером",1605
"лабрадор",3306
"стало",2285
"спорту",5939
"связи",6901
"которой",1800
"тож",2256
"бокс",1072
"радость",7843
"побольше",6314
"мальчика",6152
"благо",1641
"группе",2752
"младший",3987
"дмитрий",8480
"пусть",3070
"которую",5694
"прощаться",1753
"миша",7483
"ольга",2306
"котик",1528
"ха",4839
"фирме",7424
"одежду",4452
"ребнка",2412
"фотографировать",4079
"смысле",4223
"вместо",3921
"скорость",1697
"выхожу",2497
"говорится",3208
"бывают",4973
"должно",4341
"человеком",1144
"певица",4272
"зож",2458
"слабость",6207
"многих",2013
"сибири",2572
"приветствую",3265
"полно",752
"учеба",3407
"слышала",1219
"уходит",124
"одну",5654
"коллеги",6287
"яблоки",2544
"виды",6238
"подарил",4313
"мм",3723
"фанат",7833
"изучать",5891
"страна",1468
"м",205
"слежу",6539
"пожалуй",7661
"спросить",6827
"учить",6240
"играет",94
"доброй",3133
"мужик",4780
"мог",7338
"научится",6658
"хомяк",7886
"нашел",8234
"сил",2050
"проводите",739
"хм",6326
"познакомились",4692
"переехала",876
"благодаря",7672
"интересуюсь",5232
"концерты",5651
"книжки",4843
"плавание",6418
"днях",3466
"пробежки",7980
"сыр",7991
"везт",8017
"строю",4490
"поводу",660
"хотели",186
"баре",5555
"выходит",297
"приходиться",4360
"предпочитаете",1617
"девушек",4647
"цели",7512
"читал",4197
"сложная",4902
"каждого",7406
"родилась",7963
"подруга",5006
"воду",6589
"побежала",7528
"врача",6900
"боксом",7888
"проходит",4903
"мамы",1946
"сыновей",3137
"потомучто",298
"готовитья",5222
"музеи",3190
"старый",8160
"вдруг",4742
"литературу",983
"вторую",3586
"профессионально",4790
"моем",360
"ужастики",5768
"искать",1113
"спишь",170
"группы",2961
"небо",7511
"космос",5234
"собачка",920
"менеджер",51
"разную",3520
"найдешь",3893
"делаете",4405
"тренером",7713
"готов",98
"концерт",5641
"хватит",1575
"делам",2980
"роликах",5569
"покорить",2413
"общаге",22
"поход",433
"ушла",7514
"тату",4280
"знакомы",2739
"университет",4589
"одиноко",1036
"вкус",3408
"завел",7610
"парк",7109
"свежем",5544
"обо",610
"одному",547
"сестер",4629
"час",4383
"юристом",2152
"крупной",7391
"поступать",1255
"сложилось",1599
"бывать",4349
"бизнесмен",4257
"мяса",643
"сноуборде",5019
"приветя",8546
"еде",5306
"мимо",167
"курить",7793
"возрасте",793
"сочувствую",5140
"бабушке",255
"ближе",1216
"слава",1133
"карты",2140
"часть",8417
"черепаха",2715
"выше",6057
"стройке",6865
"новой",2029
"фортепиано",8447
"интересные",7669
"розы",4622
"чувствую",2873
"гоняю",4260
"выставки",3988
"предмет",2217
"научилась",7005
"около",7126
"покупать",5133
"поисках",2876
"преподаватель",3386
"младших",6388
"нему",1535
"настоящий",6319
"клубе",2216
"менеджером",3114
"поддерживаю",3301
"счастья",5174
"готовка",4392
"познакомимся",5659
"гитара",5120
"ремонт",8100
"цель",4502
"назвать",6671
"дороге",480
"красивых",4967
"алина",6655
"забыл",2590
"сюда",1667
"слушаешь",7306
"хорошую",6111
"младшая",8330
"снега",769
"уверен",1205
"развелись",2912
"мотоциклы",5717
"пожалуйста",948
"готовлюя",8528
"повара",5870
"вкусный",2758
"взял",6277
"личность",8092
"попасть",322
"красота",6175
"ездила",2718
"будущее",4913
"нашу",5956
"можете",3069
"пообщаемся",6774
"роллы",8572
"отдельно",1601
"часов",2682
"радостью",6064
"пенсионер",239
"зарабатывать",4135
"картошку",316
"пиши",3136
"цветами",451
"роста",7335
"бывший",2477
"понимаешь",6541
"коллекция",2234
"пара",2177
"верить",2862
"слетать",7469
"лучшая",7161
"улицу",452
"занята",6920
"программистом",8530
"тремя",348
"страшного",3985
"домашний",66
"украине",2851
"занимаешся",1201
"счастлив",6370
"сказки",6294
"дочек",1107
"шашки",2647
"рассказывать",8238
"лечить",5432
"кроликов",1962
"забавно",5650
"хирургом",2969
"детишки",4262
"снова",3280
"депутатом",1439
"животныхя",7008
"вечеринки",2632
"библиотеке",1762
"оставить",3254
"некоторые",6485
"днм",6377
"восторге",5116
"деревня",8093
"боишься",3271
"понравится",4737
"счт",5818
"гдето",4241
"побывал",3627
"ухты",6268
"внуками",3090
"скором",8274
"перерыв",48
"поездки",3346
"кошками",4319
"читаешь",2281
"половинка",5200
"призвание",7966
"подарок",1882
"женя",5445
"русского",8248
"которых",6414
"жизнью",1585
"необычно",2496
"вуз",5973
"испании",3808
"наша",8260
"готовкой",3589
"зелный",6741
"когданибудь",8090
"отучился",5728
"сезон",5955
"ходила",1277
"алиса",7259
"возьму",1869
"троих",1484
"оксана",4857
"рисуешь",5146
"выбрал",2049
"ради",6144
"обычный",1393
"европу",1984
"руками",3744
"служил",5804
"зависит",3013
"врачем",4763
"личном",1428
"офисе",274
"завл",2872
"болею",4329
"выбираю",1408
"блины",6854
"ветеринара",2084
"родом",1542
"идт",7122
"остатся",3015
"классическую",5553
"поплавать",1725
"предпочтения",3662
"честь",7445
"нахожусь",4249
"разговаривать",25
"банкир",4321
"встретить",1795
"общения",5199
"ая",5442
